Filename,Section_Context,Q_No,Question,QCategory-New,QSubCategory-New,Question Form,Answer
kannada-1std,ಅ' ಪಟ್ಟಿಯಲ್ಲಿ ಪದಗಳನ್ನು 'ಆ' ಪಟ್ಟಿಯಲ್ಲಿ ಚಿತ್ರಗಳನ್ನು ಕೊಟ್ಟಿದೆ. ಚಿತ್ರಕ್ಕೆ,4,ಅ' ಪಟ್ಟಿಯಲ್ಲಿ ಪದಗಳನ್ನು 'ಆ' ಪಟ್ಟಿಯಲ್ಲಿ ಚಿತ್ರಗಳನ್ನು ಕೊಟ್ಟಿದೆ. ಚಿತ್ರಕ್ಕೆ: ಎರಕ,,,,
kannada-1std,ಅ' ಪಟ್ಟಿಯಲ್ಲಿ ಪದಗಳನ್ನು 'ಆ' ಪಟ್ಟಿಯಲ್ಲಿ ಚಿತ್ರಗಳನ್ನು ಕೊಟ್ಟಿದೆ. ಚಿತ್ರಕ್ಕೆ,5,ಅ' ಪಟ್ಟಿಯಲ್ಲಿ ಪದಗಳನ್ನು 'ಆ' ಪಟ್ಟಿಯಲ್ಲಿ ಚಿತ್ರಗಳನ್ನು ಕೊಟ್ಟಿದೆ. ಚಿತ್ರಕ್ಕೆ: ಏತ,,,,
kannada-1std,ಅ' ಪಟ್ಟಿಯಲ್ಲಿ ಪದಗಳನ್ನು 'ಆ' ಪಟ್ಟಿಯಲ್ಲಿ ಚಿತ್ರಗಳನ್ನು ಕೊಟ್ಟಿದೆ. ಚಿತ್ರಕ್ಕೆ,6,ಅ' ಪಟ್ಟಿಯಲ್ಲಿ ಪದಗಳನ್ನು 'ಆ' ಪಟ್ಟಿಯಲ್ಲಿ ಚಿತ್ರಗಳನ್ನು ಕೊಟ್ಟಿದೆ. ಚಿತ್ರಕ್ಕೆ: ಇನ,,,,
kannada-1std,"ಪದಗಳನ್ನು ಓದಿಸಿ, ಬರೆಯಿಸಿ.",1,"ಪದಗಳನ್ನು ಓದಿಸಿ, ಬರೆಯಿಸಿ.: ಎಡ",,,,
kannada-1std,"ಪದಗಳನ್ನು ಓದಿಸಿ, ಬರೆಯಿಸಿ.",2,"ಪದಗಳನ್ನು ಓದಿಸಿ, ಬರೆಯಿಸಿ.: ಇನ",,,,
kannada-1std,"ಪದಗಳನ್ನು ಓದಿಸಿ, ಬರೆಯಿಸಿ.",3,"ಪದಗಳನ್ನು ಓದಿಸಿ, ಬರೆಯಿಸಿ.: ತಳ",,,,
kannada-1std,"ಪದಗಳನ್ನು ಓದಿಸಿ, ಬರೆಯಿಸಿ.",2,"ಪದಗಳನ್ನು ಓದಿಸಿ, ಬರೆಯಿಸಿ.: 3.",,,,
kannada-1std,"ಪದಗಳನ್ನು ಓದಿಸಿ, ಬರೆಯಿಸಿ.",3,"ಪದಗಳನ್ನು ಓದಿಸಿ, ಬರೆಯಿಸಿ.: ಏ",,,,
kannada-1std,"ಪದಗಳನ್ನು ಓದಿಸಿ, ಬರೆಯಿಸಿ.",4,"ದ ( ಳ, ಎ, ಇ )",,,,
kannada-2ndstd,General Exercise,1,"ರಾಷ್ಟ್ರೀಯ ಹಾಗೂ ರಾಜ್ಯ ಪಠ್ಯಕ್ರಮ ಚೌಕಟ್ಟುಗಳು ಮತ್ತು ಸಂವಿಧಾನದ ಆಶಯಗಳಿಗೆ ವ್ಯತಿರಿಕ್ತವಾಗದಂತೆ,",,,,
kannada-2ndstd,General Exercise,2,ಪ್ರಸ್ತುತ ಪರಿಷ್ಕರಣ ಸಮಿತಿಗೆ ಪೂರ್ವದಲ್ಲಿಯೇ ಶಾಲಾ ಶಿಕ್ಷಣ ಇಲಾಖೆಯು ಹೊರಡಿಸಿದ್ದ “೨೦೨೩-೨೪ನೇ ಸಾಲಿನ,,,,
kannada-2ndstd,"ವಿವಿಧ ವ್ಯಕ್ತಿಗಳು, ಸಂಘಟನೆಗಳು ಸ್ವಯಂ ಪ್ರೇರಣೆಯಿಂದ ಅಪಾರ ಶ್ರಮ ಹಾಗೂ ವ್ಯವಧಾನದಿಂದ ಪಠ್ಯಪುಸ್ತಕಗಳಲ್ಲಿರುವ",5,ನಿರ್ದಿಷ್ಟ ಪಠ್ಯಗಳನ್ನು ಬೋಧಿಸುವ ಶಿಕ್ಷಕರಿಂದ ಪಡೆದುಕೊಂಡ ಅಭಿಪ್ರಾಯಗಳು ಸಹ ಪ್ರಸ್ತುತ ಪರಿಷ್ಕರಣೆಯಲ್ಲಿ ಅಪಾರ,,,,
kannada-2ndstd,"ವಿವಿಧ ವ್ಯಕ್ತಿಗಳು, ಸಂಘಟನೆಗಳು ಸ್ವಯಂ ಪ್ರೇರಣೆಯಿಂದ ಅಪಾರ ಶ್ರಮ ಹಾಗೂ ವ್ಯವಧಾನದಿಂದ ಪಠ್ಯಪುಸ್ತಕಗಳಲ್ಲಿರುವ",1,ಬಣ್ಣದ ಹಕ್ಕಿ (ಪದ್ಯ),,,,
kannada-2ndstd,"ವಿವಿಧ ವ್ಯಕ್ತಿಗಳು, ಸಂಘಟನೆಗಳು ಸ್ವಯಂ ಪ್ರೇರಣೆಯಿಂದ ಅಪಾರ ಶ್ರಮ ಹಾಗೂ ವ್ಯವಧಾನದಿಂದ ಪಠ್ಯಪುಸ್ತಕಗಳಲ್ಲಿರುವ",2,ಊರಿಗೊಬ್ಬ ರಾಜನಂತೆ (ಪದ್ಯ),,,,
kannada-2ndstd,"ವಿವಿಧ ವ್ಯಕ್ತಿಗಳು, ಸಂಘಟನೆಗಳು ಸ್ವಯಂ ಪ್ರೇರಣೆಯಿಂದ ಅಪಾರ ಶ್ರಮ ಹಾಗೂ ವ್ಯವಧಾನದಿಂದ ಪಠ್ಯಪುಸ್ತಕಗಳಲ್ಲಿರುವ",5,ಹಳ್ಳಿಯ ದಾರಿಯ ಬದಿಯಲಿ (ಪದ್ಯ),,,,
kannada-2ndstd,"ವಿವಿಧ ವ್ಯಕ್ತಿಗಳು, ಸಂಘಟನೆಗಳು ಸ್ವಯಂ ಪ್ರೇರಣೆಯಿಂದ ಅಪಾರ ಶ್ರಮ ಹಾಗೂ ವ್ಯವಧಾನದಿಂದ ಪಠ್ಯಪುಸ್ತಕಗಳಲ್ಲಿರುವ",8,ನನ್ನ ದೇವರು (ಪದ್ಯ),,,,
kannada-2ndstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಹೇಳಿರಿ :,1,ಆನೆ ಯಾವ ದಿನದಂದು ಮನೆಗೆ ಬಂದಿತ್ತು?,,,,
kannada-2ndstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಹೇಳಿರಿ :,2,ಯಾರ ಮನೆಗೆ ಆನೆ ಬಂದಿತ್ತು?,,,,
kannada-2ndstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಹೇಳಿರಿ :,3,ಆನೆಗೆ ಅಮ್ಮ ಏನನ್ನು ಕೊಟ್ಟಳು?,,,,
kannada-2ndstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಹೇಳಿರಿ :,4,ಆನೆಯ ಕಾಲಿಗೆ ಏನನ್ನು ಕಟ್ಟಲಾಗಿತ್ತು?,,,,
kannada-2ndstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಹೇಳಿರಿ :,5,ಆನೆಯು ಹೇಗೆ ಜಳಕ ಮಾಡಿತ್ತು?,,,,
kannada-2ndstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಹೇಳಿರಿ :,6,ಆನೆಯು ಹೇಗೆ ಸಲಾಮು ಮಾಡಿತ್ತು?,,,,
kannada-2ndstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಹೇಳಿರಿ :,7,ಆನೆಯು ಮಕ್ಕಳನ್ನು ಕರೆದುಕೊಂಡು ಎಲ್ಲಿಗೆ ಹೊರಟಿತ್ತು?,,,,
kannada-2ndstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಹೇಳಿರಿ :,1,ರೈತ ಎಲ್ಲಿ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದ?,,,,
kannada-2ndstd,ಕೆಳಗಿನ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರ ಹೇಳಿರಿ :,2,ಹದ್ದು ಎಲ್ಲಿ ಸಿಕ್ಕಿಕೊಂಡಿತ್ತು?,,,,
kannada-2ndstd,General Exercise,3,ಹದ್ದನ್ನು ಬಲೆಯಿಂದ ಬಿಡಿಸಿದವರು ಯಾರು?,,,,
kannada-2ndstd,General Exercise,4,ರೈತನ ಮನೆಯ ಗೋಡೆ ಯಾವ ಸ್ಥಿತಿಯಲ್ಲಿತ್ತು?,,,,
kannada-2ndstd,General Exercise,5,ರೈತ ಹದ್ದಿನ ಕಡೆಗೆ ಹೇಗೆ ನೋಡಿದನು?,,,,
kannada-2ndstd,ಕೆಳಗಿನ ವಾಕ್ಯಗಳನ್ನು ನಕಲು ಮಾಡಿಸಿರಿ :,2,ಸುಬ್ಬನ ಮನೆಯಲ್ಲಿ ಕಪ್ಪು ಬಣ್ಣದ ಬೆಕ್ಕು ಇದೆ.,,,,
kannada-2ndstd,ಕೆಳಗಿನ ವಾಕ್ಯಗಳನ್ನು ನಕಲು ಮಾಡಿಸಿರಿ :,3,ಆನೆಯ ಗಾತ್ರವನ್ನು ನೋಡಿ ಆಶ್ಚರ್ಯವಾಯಿತು.,,,,
kannada-2ndstd,ಕೆಳಗಿನ ವಾಕ್ಯಗಳನ್ನು ನಕಲು ಮಾಡಿಸಿರಿ :,4,ಶಾಂತಲೆಯ ನೃತ್ಯ ಮನ ಸೆಳೆಯುತ್ತಿತ್ತು.,,,,
kannada-2ndstd,ಕೆಳಗಿನ ವಾಕ್ಯಗಳನ್ನು ನಕಲು ಮಾಡಿಸಿರಿ :,5,ಪ್ರತಿದಿನ ನಾವು ಸ್ನಾನ ಮಾಡಬೇಕು.,,,,
kannada-2ndstd,ಪದ್ಯದ ಮುಂದಿನ ಸಾಲುಗಳನ್ನು ಹೇಳಿ:,1,ಗೆಳೆಯರು ಆಡಲು ಯಾರೂ ಇಲ್ಲ,,,,
kannada-2ndstd,ಪದ್ಯದ ಮುಂದಿನ ಸಾಲುಗಳನ್ನು ಹೇಳಿ:,2,ಅವನು ಬರಲಿ ಅಪ್ಪನು ಬರಲಿ,,,,
kannada-2ndstd,ಪದ್ಯದ ಮುಂದಿನ ಸಾಲುಗಳನ್ನು ಹೇಳಿ:,3,ನನಗೂ ಎರಡು ರೆಕ್ಕೆಯ ಹಚ್ಚು,,,,
kannada-2ndstd,ಪದ್ಯದ ಮುಂದಿನ ಸಾಲುಗಳನ್ನು ಹೇಳಿ:,4,ನಾನು ನೀನೂ ಇಬ್ಬರು ಕೂಡಿ,,,,
kannada-2ndstd,ಈ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ಪದದಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ:,1,ಮಗು ಯಾವ ಹಕ್ಕಿಯನ್ನು ಕರೆಯುತ್ತಿದೆ?,,,,
kannada-2ndstd,ಈ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ಪದದಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ:,2,ಅವ್ವ ಎಲ್ಲಿಗೆ ಹೋಗಿಹಳು?,,,,
kannada-2ndstd,ಈ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ಪದದಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ:,3,ಮಗು ತಿನ್ನಲು ಏನನ್ನು ಕೊಡಿಸುವೆನು ಎಂದಿತು?,,,,
kannada-2ndstd,ಈ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ಪದದಲ್ಲಿ ಉತ್ತರ ಬರೆಯಿರಿ:,4,ಮಗು ಇಬ್ಬರು ಕೂಡಿ ಯಾವ ಕಡೆಗೆ ಹಾರುವ ಬಾ ಎಂದು ಕರೆಯಿತು?,,,,
kannada-2ndstd,ಆವರಣದಲ್ಲಿ ಇರುವ ಪದಗಳಲ್ಲಿ ಸೂಕ್ತ ಪದ ಆರಿಸಿ ಖಾಲಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ:,1,ಬಾ ಬಾ ನನಗೂ,,,,
kannada-2ndstd,ಆವರಣದಲ್ಲಿ ಇರುವ ಪದಗಳಲ್ಲಿ ಸೂಕ್ತ ಪದ ಆರಿಸಿ ಖಾಲಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ:,2,ಆವರಣದಲ್ಲಿ ಇರುವ ಪದಗಳಲ್ಲಿ ಸೂಕ್ತ ಪದ ಆರಿಸಿ ಖಾಲಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ:: ಅಪ್ಪನು,,,,
kannada-2ndstd,ಆವರಣದಲ್ಲಿ ಇರುವ ಪದಗಳಲ್ಲಿ ಸೂಕ್ತ ಪದ ಆರಿಸಿ ಖಾಲಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ:,3,ನನಗೂ ಎರಡು ರೆಕ್ಕೆಯ,,,,
kannada-2ndstd,ಆವರಣದಲ್ಲಿ ಇರುವ ಪದಗಳಲ್ಲಿ ಸೂಕ್ತ ಪದ ಆರಿಸಿ ಖಾಲಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ:,4,ಆವರಣದಲ್ಲಿ ಇರುವ ಪದಗಳಲ್ಲಿ ಸೂಕ್ತ ಪದ ಆರಿಸಿ ಖಾಲಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ:: ನೆತ್ತಿಯ ಮೇಲೆ,,,,
kannada-2ndstd,ಆವರಣದಲ್ಲಿ ಇರುವ ಪದಗಳಲ್ಲಿ ಸೂಕ್ತ ಪದ ಆರಿಸಿ ಖಾಲಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ:,5,ಆವರಣದಲ್ಲಿ ಇರುವ ಪದಗಳಲ್ಲಿ ಸೂಕ್ತ ಪದ ಆರಿಸಿ ಖಾಲಿ ಬಿಟ್ಟ ಸ್ಥಳದಲ್ಲಿ ಬರೆಯಿರಿ:: ಮುಗಿಲಿನ ಕಡೆಗೆ,,,,
kannada-2ndstd,ಈ ಪ್ರಾಸ ಪದಗಳನ್ನು ಹೇಳು:,1,ವಿವಿಧ ಪಕ್ಷಿಗಳ ಕೂಗನ್ನು ಅನುಕರಣೆ ಮಾಡು.,,,,
kannada-2ndstd,ಈ ಪ್ರಾಸ ಪದಗಳನ್ನು ಹೇಳು:,2,"ನಿನಗೆ ಗೊತ್ತಿರುವ ಹಾಡು, ಕಥೆಗಳನ್ನು ಹೇಳು.",,,,
kannada-2ndstd,General Exercise,1,ನಿಮ್ಮ ಊರಿನ ಹೆಸರೇನು?,,,,
kannada-2ndstd,General Exercise,2,ನೀವು ಯಾರೊಂದಿಗೆ ಆಟ ಆಡುತ್ತೀರಿ?,,,,
kannada-2ndstd,General Exercise,3,ನಿಮಗೆ ಇಷ್ಟವಾದ ಆಟ ಯಾವುದು?,,,,
kannada-2ndstd,General Exercise,4,ನೀವು ಯಾವ ಯಾವ ಆಟಗಳನ್ನು ಆಡುತ್ತೀರಿ?,,,,
kannada-2ndstd,ಕೊಟ್ಟ ಸಾಲುಗಳನ್ನು ಓದಿ ಖಾಲಿ ಬಿಟ್ಟ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ಬರೆಯಿರಿ :,1,ರಾಜಗೊಬ್ಬ ಮಂತ್ರಿಯಂತೆ ಮಂತ್ರಿಯೊಬ್ಬ,,,,
kannada-2ndstd,ಕೊಟ್ಟ ಸಾಲುಗಳನ್ನು ಓದಿ ಖಾಲಿ ಬಿಟ್ಟ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ಬರೆಯಿರಿ :,2,ಮಗಳಿಗೊಂದು ಗೊಂಬೆಯಂತೆ ಗೊಂಬೆಗೊಂದು,,,,
kannada-2ndstd,ಕೊಟ್ಟ ಸಾಲುಗಳನ್ನು ಓದಿ ಖಾಲಿ ಬಿಟ್ಟ ಸ್ಥಳಕ್ಕೆ ಸರಿಯಾದ ಪದ ಬರೆಯಿರಿ :,3,ಗುಂಡಿ ಬಲು ಹಳೆಯದಂತೆ ಬೇರೆ,,,,
kannada-2ndstd,ಈ ಪದ್ಯಭಾಗದ ಮುಂದಿನ ಸಾಲುಗಳನ್ನು ಹೇಳಿರಿ :,1,ಈ ಪದ್ಯಭಾಗದ ಮುಂದಿನ ಸಾಲುಗಳನ್ನು ಹೇಳಿರಿ :: ದರ್ಜಿಯನ್ನು ಕರೆದರಂತೆ,,,,
kannada-2ndstd,ಈ ಪದ್ಯಭಾಗದ ಮುಂದಿನ ಸಾಲುಗಳನ್ನು ಹೇಳಿರಿ :,2,ಈ ಪದ್ಯಭಾಗದ ಮುಂದಿನ ಸಾಲುಗಳನ್ನು ಹೇಳಿರಿ :: ಅಂಗಿಗಿಟ್ಟು ಹೊಲಿದನಂತೆ,,,,
kannada-2ndstd,ಈ ಪದ್ಯಭಾಗದ ಮುಂದಿನ ಸಾಲುಗಳನ್ನು ಹೇಳಿರಿ :,3,ನಾನೂ ನೀನೂ ಹೋಗೋಣಂತೆ,,,,
kannada-2ndstd,ಅ' ಪಟ್ಟಿಯಲ್ಲಿನ ಪದಗಳಿಗೆ ಸರಿಯಾದ ಪದವನ್ನು 'ಆ' ಪಟ್ಟಿಯಿಂದ ಆರಿಸಿ ಹೊಂದಿಸಿ ಬರೆ :,1,ಅ' ಪಟ್ಟಿಯಲ್ಲಿನ ಪದಗಳಿಗೆ ಸರಿಯಾದ ಪದವನ್ನು 'ಆ' ಪಟ್ಟಿಯಿಂದ ಆರಿಸಿ ಹೊಂದಿಸಿ ಬರೆ :: ಊರಿಗೊಬ್ಬ,,,,
kannada-2ndstd,ಅ' ಪಟ್ಟಿಯಲ್ಲಿನ ಪದಗಳಿಗೆ ಸರಿಯಾದ ಪದವನ್ನು 'ಆ' ಪಟ್ಟಿಯಿಂದ ಆರಿಸಿ ಹೊಂದಿಸಿ ಬರೆ :,2,ಅ' ಪಟ್ಟಿಯಲ್ಲಿನ ಪದಗಳಿಗೆ ಸರಿಯಾದ ಪದವನ್ನು 'ಆ' ಪಟ್ಟಿಯಿಂದ ಆರಿಸಿ ಹೊಂದಿಸಿ ಬರೆ :: ಗುಂಡಿ ಬಲು,,,,
kannada-2ndstd,ಅ' ಪಟ್ಟಿಯಲ್ಲಿನ ಪದಗಳಿಗೆ ಸರಿಯಾದ ಪದವನ್ನು 'ಆ' ಪಟ್ಟಿಯಿಂದ ಆರಿಸಿ ಹೊಂದಿಸಿ ಬರೆ :,3,ಅ' ಪಟ್ಟಿಯಲ್ಲಿನ ಪದಗಳಿಗೆ ಸರಿಯಾದ ಪದವನ್ನು 'ಆ' ಪಟ್ಟಿಯಿಂದ ಆರಿಸಿ ಹೊಂದಿಸಿ ಬರೆ :: ಮಂತ್ರಿ ಮಗಳ,,,,
kannada-2ndstd,ಅ' ಪಟ್ಟಿಯಲ್ಲಿನ ಪದಗಳಿಗೆ ಸರಿಯಾದ ಪದವನ್ನು 'ಆ' ಪಟ್ಟಿಯಿಂದ ಆರಿಸಿ ಹೊಂದಿಸಿ ಬರೆ :,4,ಅ' ಪಟ್ಟಿಯಲ್ಲಿನ ಪದಗಳಿಗೆ ಸರಿಯಾದ ಪದವನ್ನು 'ಆ' ಪಟ್ಟಿಯಿಂದ ಆರಿಸಿ ಹೊಂದಿಸಿ ಬರೆ :: ಊರಿನ ರಾಜ,,,,
kannada-2ndstd,ಅ' ಪಟ್ಟಿಯಲ್ಲಿನ ಪದಗಳಿಗೆ ಸರಿಯಾದ ಪದವನ್ನು 'ಆ' ಪಟ್ಟಿಯಿಂದ ಆರಿಸಿ ಹೊಂದಿಸಿ ಬರೆ :,1,ಈ ಅಕ್ಷರಗಳನ್ನು ಸರಿಯಾಗಿ ಉಚ್ಚರಿಸು :,,,,
kannada-2ndstd,ಅ' ಪಟ್ಟಿಯಲ್ಲಿನ ಪದಗಳಿಗೆ ಸರಿಯಾದ ಪದವನ್ನು 'ಆ' ಪಟ್ಟಿಯಿಂದ ಆರಿಸಿ ಹೊಂದಿಸಿ ಬರೆ :,2,ಈ ಪದಗಳನ್ನು ಸರಿಯಾಗಿ ಉಚ್ಚರಿಸು :,,,,
kannada-2ndstd,ಈ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರ ಬರೆ :,1,ಯಾರು ಯಾರು ಒಳ್ಳೆಯ ಗೆಳೆಯರಾಗಿದ್ದರು?,,,,
kannada-2ndstd,ಈ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರ ಬರೆ :,2,ಓಟದ ಸ್ಪರ್ಧೆಗೆ ಗೆಳೆಯರು ಯಾರನ್ನು ತೀರ್ಪುಗಾರರನ್ನಾಗಿ ನೇಮಿಸಿದವು?,,,,
kannada-2ndstd,ಈ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರ ಬರೆ :,3,ಓಟದ ಸ್ಪರ್ಧೆಯಲ್ಲಿ ಮೊದಲ ಸಲ ಯಾರು ಬೇಗ ಗುರಿ ಮುಟ್ಟಿದರು?,,,,
kannada-2ndstd,ಈ ಪ್ರಶ್ನೆಗಳಿಗೆ ಒಂದು ವಾಕ್ಯದಲ್ಲಿ ಉತ್ತರ ಬರೆ :,4,ಆನೆಯು ಎರಡನೆಯ ಸಲ ಓಟದ ಆಟವನ್ನು ಎಲ್ಲಿ ಏರ್ಪಡಿಸಿತು?,,,,
kannada-2ndstd,ಈ ಮಾತನ್ನು ಯಾರು ಯಾರಿಗೆ ಹೇಳಿದರು :,1,“ನಾವಿಬ್ಬರೂ ಸಮಾನರು ಅಲ್ಲವೇ?”,,,,
kannada-2ndstd,ಈ ಮಾತನ್ನು ಯಾರು ಯಾರಿಗೆ ಹೇಳಿದರು :,2,“ಆನೆಯಣ್ಣ ಅಲ್ಲಿದ್ದಾನೆ. ಅವನನ್ನೇ ಕೇಳೋಣ ಬಾ”,,,,
kannada-2ndstd,ಈ ಮಾತನ್ನು ಯಾರು ಯಾರಿಗೆ ಹೇಳಿದರು :,3,“ಪ್ರತಿಯೊಬ್ಬರಲ್ಲಿಯೂ ಅವರದೇ ಆದ ವಿಶೇಷತೆ ಇರುತ್ತದೆ.”,,,,
kannada-2ndstd,ಕೊಟ್ಟಿರುವ ಅಕ್ಷರಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿ ಬರೆಯಿರಿ :,1,ಕೊಟ್ಟಿರುವ ಅಕ್ಷರಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿ ಬರೆಯಿರಿ :: ರೆಕುದು,,,,
kannada-2ndstd,ಕೊಟ್ಟಿರುವ ಅಕ್ಷರಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿ ಬರೆಯಿರಿ :,2,ಕೊಟ್ಟಿರುವ ಅಕ್ಷರಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿ ಬರೆಯಿರಿ :: ಲಸಹೆ,,,,
kannada-2ndstd,ಕೊಟ್ಟಿರುವ ಅಕ್ಷರಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿ ಬರೆಯಿರಿ :,3,ಕೊಟ್ಟಿರುವ ಅಕ್ಷರಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿ ಬರೆಯಿರಿ :: ಕುಹುಡು,,,,
kannada-2ndstd,ಕೊಟ್ಟಿರುವ ಅಕ್ಷರಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿ ಬರೆಯಿರಿ :,4,ಕೊಟ್ಟಿರುವ ಅಕ್ಷರಗಳನ್ನು ಸರಿಯಾಗಿ ಜೋಡಿಸಿ ಬರೆಯಿರಿ :: ಯಒಳ್ಳೆ,,,,
kannada-2ndstd,ಈ ಕೆಳಗಿನ ಗಾದೆ ಮಾತುಗಳನ್ನು ಪೂರ್ಣಗೊಳಿಸಿ :,1,"ತಾಯಿಗಿಂತ ಬಂಧುವಿಲ್ಲ, ಉಪ್ಪಿಗಿಂತ",,,,
kannada-2ndstd,ಈ ಕೆಳಗಿನ ಗಾದೆ ಮಾತುಗಳನ್ನು ಪೂರ್ಣಗೊಳಿಸಿ :,2,"ಮೂರ್ತಿ ಚಿಕ್ಕದಾದರೂ, ಕೀರ್ತಿ",,,,
kannada-2ndstd,General Exercise,1,ನಮ್ಮ ರಾಜ್ಯದ ರಾಜಧಾನಿ ಯಾವುದು?,,,,
kannada-2ndstd,General Exercise,2,ಕೆಂಪೇಗೌಡರ ಮೊದಲಿನ ರಾಜಧಾನಿ ಯಾವುದು?,,,,
kannada-2ndstd,General Exercise,3,ಕೆಂಪೇಗೌಡರು ಬೆಂಗಳೂರನ್ನು ಏಕೆ ಕಟ್ಟಿಸಿದರು?,,,,
kannada-2ndstd,General Exercise,4,ಕೆಂಪೇಗೌಡರು ತಾನು ಕಟ್ಟಿಸಿದ ಹೊಸ ನಗರಕ್ಕೆ ಬೆಂಗಳೂರೆಂದು ಏಕೆ ಹೆಸರಿಟ್ಟರು?,,,,
kannada-2ndstd,General Exercise,5,ಅಚ್ಯುತರಾಯರು ಕೆಂಪೇಗೌಡರಿಗೆ ಹತ್ತು ಊರುಗಳನ್ನು ದಾನ ಕೊಡಲು,,,,
kannada-2ndstd,General Exercise,6,ಕೆಂಪೇಗೌಡರು ಗೋಪುರವನ್ನು ಏಕೆ ಕಟ್ಟಿಸಿದರು?,,,,
kannada-2ndstd,ಈ ಕೆಳಗಿನ ವಾಕ್ಯಗಳು ಸರಿ ಅಥವಾ ತಪ್ಪು ಎಂಬುದನ್ನು ಗುರುತಿಸಿ:,1,ವಿಜಯನಗರವು ಕೆಂಪೇಗೌಡರ ರಾಜಧಾನಿಯಾಗಿತ್ತು.,,,,
kannada-2ndstd,ಈ ಕೆಳಗಿನ ವಾಕ್ಯಗಳು ಸರಿ ಅಥವಾ ತಪ್ಪು ಎಂಬುದನ್ನು ಗುರುತಿಸಿ:,2,ಶಿವಸಮುದ್ರದ ಕಾಡಿನಲ್ಲಿ ಹೊಸ ನಗರವನ್ನು ಕೆಂಪೇಗೌಡರು ಕಟ್ಟಿಸಿದರು.,,,,
kannada-2ndstd,ಈ ಕೆಳಗಿನ ವಾಕ್ಯಗಳು ಸರಿ ಅಥವಾ ತಪ್ಪು ಎಂಬುದನ್ನು ಗುರುತಿಸಿ:,3,ಹೊಸ ನಗರವನ್ನು ಕಟ್ಟಲು ಪ್ರೇರಣೆ ಸಿಕ್ಕಿದ್ದು ಒಂದು ಕನಸಿನಿಂದ.,,,,
